dataset,task,age_group,race,gender,subgroup_key,model_name,model_set,rank,is_winner,is_runner_up,final_R_bad,R_global_bad,R_local_bad,R_age_bad,R_race_bad,R_gender_bad,score_formula,score_direction,n_total,age_n,race_n,gender_n,intersection_n,lambda_age,lambda_race,lambda_gender,lambda_sum,intersection_lambda
harvard_fairvision,amd,middle-aged,black,male,age_group=middle-aged|race=black|gender=male,retfound_oct,all,5,0,0,0.41836252289254156,0.4218422625296211,0.41616015603363044,0.406219778336066,0.4227888419373166,0.4224862952480431,0.35*FNR + 0.25*FPR + 0.15*ECE + 0.15*(1-AUROC) + 0.1*(1-F1),lower_is_better,3000,1034,371,1236,79,0.3446666666666667,0.12366666666666666,0.412,0.8803333333333333,0.6124031007751938
harvard_fairvision,amd,middle-aged,black,male,age_group=middle-aged|race=black|gender=male,vit_b_16_oct_supervised,all,6,0,0,0.41997910508788905,0.39944262429329697,0.4329768777426941,0.44114913164813613,0.4933910593763089,0.4080061884835532,0.35*FNR + 0.25*FPR + 0.15*ECE + 0.15*(1-AUROC) + 0.1*(1-F1),lower_is_better,3000,1034,371,1236,79,0.3446666666666667,0.12366666666666666,0.412,0.8803333333333333,0.6124031007751938
harvard_fairvision,amd,middle-aged,black,male,age_group=middle-aged|race=black|gender=male,vit_b_16_slo_supervised,all,7,0,0,0.42201391111273445,0.3993243864332928,0.4363743697706089,0.4542430307919822,0.48258159234516096,0.4075563478682959,0.35*FNR + 0.25*FPR + 0.15*ECE + 0.15*(1-AUROC) + 0.1*(1-F1),lower_is_better,3000,1034,371,1236,79,0.3446666666666667,0.12366666666666666,0.412,0.8803333333333333,0.6124031007751938
harvard_fairvision,amd,middle-aged,black,male,age_group=middle-aged|race=black|gender=male,urfound_slo,all,8,0,0,0.4268520558954495,0.40805100269930566,0.43875145665250254,0.4550441889121425,0.490079476339784,0.409714741069615,0.35*FNR + 0.25*FPR + 0.15*ECE + 0.15*(1-AUROC) + 0.1*(1-F1),lower_is_better,3000,1034,371,1236,79,0.3446666666666667,0.12366666666666666,0.412,0.8803333333333333,0.6124031007751938
harvard_fairvision,amd,middle-aged,black,male,age_group=middle-aged|race=black|gender=male,retizero_slo,all,9,0,0,0.43723563067883375,0.4179853664198548,0.44941934223514945,0.45724397992743415,0.46820371145829676,0.43723513806394404,0.35*FNR + 0.25*FPR + 0.15*ECE + 0.15*(1-AUROC) + 0.1*(1-F1),lower_is_better,3000,1034,371,1236,79,0.3446666666666667,0.12366666666666666,0.412,0.8803333333333333,0.6124031007751938
harvard_fairvision,amd,middle-aged,black,male,age_group=middle-aged|race=black|gender=male,mirage_slo,all,10,0,0,0.4469582168796121,0.42533195279128894,0.46064572579627244,0.47945114359780416,0.5264180724238368,0.425171338574905,0.35*FNR + 0.25*FPR + 0.15*ECE + 0.15*(1-AUROC) + 0.1*(1-F1),lower_is_better,3000,1034,371,1236,79,0.3446666666666667,0.12366666666666666,0.412,0.8803333333333333,0.6124031007751938
harvard_fairvision,amd,middle-aged,black,male,age_group=middle-aged|race=black|gender=male,urfound_oct,all,11,0,0,0.44862020108809325,0.4249706870238165,0.4635882479642177,0.499045885800343,0.5080829306755333,0.42056986219686193,0.35*FNR + 0.25*FPR + 0.15*ECE + 0.15*(1-AUROC) + 0.1*(1-F1),lower_is_better,3000,1034,371,1236,79,0.3446666666666667,0.12366666666666666,0.412,0.8803333333333333,0.6124031007751938
harvard_fairvision,amd,middle-aged,black,male,age_group=middle-aged|race=black|gender=male,visionfm_slo,all,12,0,0,0.45267702753415473,0.4507197225590398,0.45391582815131604,0.43553409839344764,0.5505440626537067,0.44028931809407423,0.35*FNR + 0.25*FPR + 0.15*ECE + 0.15*(1-AUROC) + 0.1*(1-F1),lower_is_better,3000,1034,371,1236,79,0.3446666666666667,0.12366666666666666,0.412,0.8803333333333333,0.6124031007751938
harvard_fairvision,amd,middle-aged,black,male,age_group=middle-aged|race=black|gender=male,visionfm_oct,all,13,0,0,0.46619251246090065,0.44472632924373534,0.479778704370499,0.47513841195698686,0.6538535906962715,0.43140999848757833,0.35*FNR + 0.25*FPR + 0.15*ECE + 0.15*(1-AUROC) + 0.1*(1-F1),lower_is_better,3000,1034,371,1236,79,0.3446666666666667,0.12366666666666666,0.412,0.8803333333333333,0.6124031007751938
harvard_fairvision,amd,middle-aged,white,female,age_group=middle-aged|race=white|gender=female,resnet50_oct_supervised,all,1,1,0,0.382041759659687,0.37880479167826114,0.3824138249449084,0.43321312418784197,0.36774491596565023,0.3726860835230252,0.35*FNR + 0.25*FPR + 0.15*ECE + 0.15*(1-AUROC) + 0.1*(1-F1),lower_is_better,3000,1034,2411,1764,435,0.3446666666666667,0.8036666666666666,0.588,1.7363333333333335,0.8969072164948454
